Class Index,Serial Number,Application Date,International Priority Date,By Consent Trademark Numbers,Description,Company Name,Agent Details
,TM2025007399,11 March 2025,,,"combination of these chinese characters have no meaning. Beer; Whey beverages; Cola drinks; Plant-based beverages; Fruit juices; Waters [beverages]; Carbonated water; Soda pops; Seltzer water; Soda water; Cocktails, non-alcoholic; Non-alcoholic beverages; Mung bean beverages; Non- alcoholic beverages flavoured with tea; Energy drinks; Fruit- flavored soft drinks; Non-alcoholic beverages flavoured with coffee; Fruit-flavored carbonated drinks; Plant-based protein enriched beverages; Non-alcoholic vegetable juice drinks; Preparations for making non-alcoholic beverages. DAYAO JIABIN BEVERAGE CO., LTD. ; Room 208, No. 41, Xiangyang Street, High-Tech Industrial Park, Dawukou District, Shizuishan City, Ningxia Hui Autonomous Region, CHINA Sdn. Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor",,"QUALITY ORACLE SDN. BHD., c/o Quality Oracle Sdn. Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor"
,TM2025007400,11 March 2025,,,"combination of these chinese characters have no meaning. Beer; Whey beverages; Cola drinks; Plant-based beverages; Fruit juices; Waters [beverages]; Carbonated water; Soda pops; Seltzer water; Soda water; Cocktails, non-alcoholic; Non-alcoholic beverages; Mung bean beverages; Non- alcoholic beverages flavoured with tea; Energy drinks; Fruit- flavored soft drinks; Non-alcoholic beverages flavoured with coffee; Fruit-flavored carbonated drinks; Plant-based protein enriched beverages; Non-alcoholic vegetable juice drinks; Preparations for making non-alcoholic beverages. DAYAO JIABIN BEVERAGE CO., LTD. ; Room 208, No. 41, Xiangyang Street, High-Tech Industrial Park, Dawukou District, Shizuishan City, Ningxia Hui Autonomous Region, CHINA Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor",,"Quality Oracle Sdn. Bhd., c/o Quality Oracle Sdn. Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor"
,TM2025007401,11 March 2025,,,"of these chinese characters have no meaning. Beer; Whey beverages; Cola drinks; Plant-based beverages; Fruit juices; Waters [beverages]; Carbonated water; Soda pops; Seltzer water; Soda water; Cocktails, non-alcoholic; Non-alcoholic beverages; Mung bean beverages; Non- alcoholic beverages flavoured with tea; Energy drinks; Fruit- flavored soft drinks; Non-alcoholic beverages flavoured with coffee; Fruit-flavored carbonated drinks; Plant-based protein enriched beverages; Non-alcoholic vegetable juice drinks; Preparations for making non-alcoholic beverages. DAYAO JIABIN BEVERAGE CO., LTD. ; Room 208, No. 41, Xiangyang Street, High-Tech Industrial Park, Dawukou District, Shizuishan City, Ningxia Hui Autonomous Region, CHINA Sdn. Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor",,"QUALITY ORACLE SDN. BHD., c/o Quality Oracle Sdn. Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor"
,TM2025010073,3 April 2025,,,"Fruit-based beverages; Waters [beverages]; Non-alcoholic fruit juice beverages; Vegetable juices [beverages]; Vegetable-based beverages; Non-alcoholic beverages; Fruit juice [beverages]; Energy drinks; Soft drinks; Preparations for making carbonated water; Syrups for beverages; Fruit beverages; Beer; Malt wort; Sports drinks; Non-alcoholic beverages flavored with tea; Seaweed-based beverages; Aloe juice beverages; Aloe vera beverages, non-alcoholic; Plant-based beverages; Cider, non-alcoholic. GREENYN BIOTECHNOLOGY CO., LTD ; 5F., No.43, Keya Rd., Daya Dist., Taichung City, TAIWAN (PROVINCE OF CHINA) Jalan Puteri 7/15, Bandar Puteri Puchong, 47100 Puchong, Selangor Sparkora BBQ",,"Gow Jia Jian, Bangunan Wezmart 2-25, The Cube, Jalan Puteri 7/15, Bandar Puteri Puchong, 47100 Puchong,"
,TM2025010401,4 April 2025,,,"Beer; Mineral water [beverages]; Plant-based beverages; Soya-based beverages, other than milk substitutes; Fruit juices; Soda pops; Non-alcoholic beverages; Waters [beverages]; Non-alcoholic beverages containing fruit juices; Preparations for making non-alcoholic beverages. SINGAPORE FLAME BBQ HOLDINGS PTE. LTD. ; 150 Beach Road, #28-05, Gateway West, SINGAPORE 189720 Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor",,"Quality Oracle Sdn. Bhd., c/o Quality Oracle Sdn. Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor"
,TM2025012451,21 April 2025,,,"representation on the form of application. appearing in the mark has no meaning. Beer; Beverages consisting of a blend of fruit and vegetable juices; Drinking water; Fruit beverages and fruit juices; Mineral and aerated waters and other non-alcoholic beverages; Mixed fruit juices; Non-alcoholic beverages; Soft drinks; Sparkling water; Syrups and other non-alcoholic preparations for making beverages; Fruit extracts, non- alcoholic; Fruit juice [beverages]; Fruit-flavoured beverages; Non-alcoholic essences for making beverages; Vegetable drinks; Vegetable juices [beverages]. NG CHEE LEE (PTE) LTD. ; 6001, Beach Road, #09-11, Golden Mile Tower, SINGAPORE 199589 Consultancy; 7C-3, 7th Floor, Wisma Pahlawan, Jalan Sultan Sulaiman, 50000 Kuala Lumpur",,"Md. Noor Bin Rahmat, Minor IP Management And Consultancy; 7C-3, 7th Floor, Wisma Pahlawan, Jalan Sultan Sulaiman, 50000 Kuala Lumpur"
,TM2025013924,30 April 2025,,,"representation on the form of application. The translation of the arabic script of which the mark consist of is “camel step”. The transliteration of the arabic script of which the mark consist of is “khutwa jamal”. Aperitifs, non-alcoholic; Barley wine [beer]; Beer; Beer wort; Beer-based cocktails; Carbonated water; Aerated water; Cocktails, non-alcoholic; Energy drinks; Fruit juices; Fruit nectars, non-alcoholic; Ginger beer; Ginger ale; Isotonic beverages; Malt beer; Malt wort; Mineral water [beverages]; Non-alcoholic beer; Non-alcoholic beverages; Non-alcoholic beverages flavoured with coffee; Non-alcoholic beverages flavored with coffee; Non-alcoholic beverages flavoured with tea; Non-alcoholic beverages flavored with tea; Non-alcoholic dried fruit beverages; Non-alcoholic essences for making beverages; Non-alcoholic fruit extracts; Non-alcoholic fruit juice beverages; Non-alcoholic honey-based beverages; Powders for making soft drinks; Preparations for making carbonated water; Preparations for making aerated water; Preparations for making non-alcoholic beverages; Seltzer water; Sherbets [beverages]; Sorbets [beverages]; Smoothies; Soda water; Soft drinks; Starch-based dry mixes for beverage preparation; Syrups for beverages; Waters [beverages]. CAMEL STEP TRADING COMPANY ; Hay Al Ta’awun, Tariq Abi Baker Al Siddiq Al Far’I, 6016, 13313, 8169641, Riyadh, SAUDI ARABIA Consulting and Training Sdn. Bhd., E-08-09, Bangsar Trade Centre, Off Jalan Pantai Baharu, 59200 Kuala Lumpur",,"Nur Atiqah Bt Samian, TAG Intellectual Property Consulting and Training Sdn. Bhd., E-08-09, Bangsar Trade Centre, Off Jalan Pantai Baharu, 59200 Kuala Lumpur"
,TM2025014425,6 May 2025,,,Mineral and aerated waters and other non-alcoholic drinks; Isotonic drinks; Fruit juices and fruit drinks; Fruit concentrates for use in preparation of carbonated and non-carbonated soft drinks; Syrups and other preparations for making beverages.,,
34,TM2025011761,16 April 2025,,,"E-cigarettes and oral vaporizers for smokers; Electronic cigarettes and oral vaporizers for smokers; Oral vaporizers for smokers; Oral vaporizers for smoking purposes; Smokeless cigar vaporizer pipes; Smokeless cigarette vaporizer pipes; Tobacco vaporizers; Asian long tobacco pipe sheaths; Electronic smoking pipes; Electronic tobacco pipes; Hookah pipes; Kiseru [long japanese tobacco pipes]; Menthol pipe tobacco; Mouthpieces for tobacco pipes; Pipe cleaners for tobacco pipes; Pipe pouches; Pipe tobacco; Pipes for smoking mentholated tobacco substitutes; Shisha pipes; Smoking pipes; Tobacco pipe stems; Tobacco pipes; Tobacco pipes of precious metal; Tobacco pipes, not of precious metal. Distributorship services in the field of clothing; Mail order retail services for clothing; Mail order retail services for clothing accessories; Mail order retail services for clothing and clothing accessories; Mail order retail services in the field of clothing; Mail order retail services in the field of clothing accessories; Mail order retail services in the field of clothing and clothing accessories; On-line retail sale services relating to clothing; On-line retail services in relation to clothing; On- line retail services relating to clothing; On-line retail store services featuring clothing; On-line retail store services featuring cosmetic and beauty products, clothing and accessories; On-line retail store services in relation to clothing; On-line retail store services in the field of clothing; On-line retail store services relating to clothing; Online retail sale services relating to clothing; Online retail services in relation to clothing; Online retail services relating to clothing; Online retail store services featuring clothing; Computerized online ordering services; Online advertising; Online advertising services; Online auction services; Online auctioneering services via the internet; Online auctioneering via the internet; Online marketing; Online ordering services; Online promotion of computer networks and web sites; Online promotion of computer networks and websites; Online retail services relating to toys; Online retail store services featuring chemicals for use in horticulture; Online retail store services featuring confectionery; Online retail store services featuring cosmetic and beauty products; Online retail store services featuring fabrics; Online retail store services featuring festive decorations; Online retail store services featuring furnishings; Online retail store services featuring furniture; Online retail store services featuring heaters; Online retail store services featuring heating equipment; Online retail store services featuring horticultural equipment; Online retail store services featuring horticultural products; Online retail store services featuring information technology equipment; Online retail store services featuring toys; Online retail store services in relation to clothing; Online retail store services in the field of clothing; Online retail store services relating to clothing; Publicity and sales promotion relating to goods and services available online; Retail services provided by online department stores; Retail services provided by online gift shops. OMNIPLUS PLT ; ZB-05-10, The Zest, Jalan Kinrara 6B, 47180 Puchong, Selangor, MALAYSIA",,
,TM2025012021,17 April 2025,,,"Electronic cigarettes; Cigarettes; Vape cotton; Atomisers for electronic cigarettes; Carrying cases for electronic cigarettes; Cartomizers for electronic cigarettes; Cartridges for electronic cigarettes; Cartridges sold filled with chemical flavorings in liquid form for electronic cigarettes; Cartridges sold filled with propylene glycol for electronic cigarettes; Cases for electronic cigarettes; Chemical flavorings in liquid form used to refill electronic cigarette cartridges; Cigar and cigarette boxes, not of precious metal; Cigarette boxes; Cigarette boxes of precious metal; Cigarette boxes, not of precious metal; Cigarette butt receptacles; Cigarette cases; Cigarette filters; Cigarette holders; Cigarette lighters; Cigarette mouthpieces; Cigarette paper; Cigarette tips; Cigarette tubes; Cigarette wrappers; Cigarettes containing tobacco substitutes; Cleaning brushes for electronic cigarettes; Cleaning swabs specially adapted for electronic cigarettes; Devices for extinguishing heated cigarettes, cigars and tobacco sticks; E-cigarette mouthpieces; Electric cigarettes [electronic cigarettes]; Electronic cigarette atomisers; Electronic cigarette cases; Electronic cigarette lighters; Electronic cigarette liquid [e-liquid]; Electronic cigarette liquid [e-liquid] comprised of flavorings in liquid form used to refill electronic cigarette cartridges; Filled cigarette packs; Filter tips for cigarettes. LEE WAN KHEE ; 59, Jalan Sri Petaling 1, Bandar Baru Sri Petaling, 57000 Kuala Lumpur, MALAYSIA DIVE",,"Yong Bo Yee, BO1-A-9-05, Menara 2, KL Eco City, 3, Jln Bangsar, 59200 Kuala Lumpur"
,TM2025014182,2 May 2025,,,"Tobacco; Cigarettes; Cigars; Snuff; Cigarette papers; Tobacco pipes; Cigarette filters; Cigarette cases (not of precious metal); Tobacco pouches; Cigarette lighters (not of precious metal); Matches; Pipe cleaners for tobacco pipes; Ashtrays (not of precious metal) for smokers; Cigar cutters. KT & G CORPORATION ; 71, Beotkkot-gil, Daedeok-gu, Daejeon, REPUBLIC OF KOREA Level 7, Menara Milenium, Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur CONDOR",,"Linda Wang Chaw Ling, LindaWang, Su & Boo, Level 7, Menara Milenium, Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur"
,TM2025014180,2 May 2025,,,"Tobacco; Cigarettes; Cigars; Snuff; Cigarette papers; Tobacco pipes; Cigarette filters; Cigarette cases (not of precious metal); Tobacco pouches; Cigarette lighters (not of precious metal); Matches; Pipe cleaners for tobacco pipes; Ashtrays (not of precious metal) for smokers; Cigar cutters. KT & G CORPORATION ; 71, Beotkkot-gil, Daedeok-gu, Daejeon, REPUBLIC OF KOREA Level 7, Menara Milenium, Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur",,"Linda Wang Chaw Ling, LindaWang, Su & Boo, Level 7, Menara Milenium, Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur"
,TM2025014179,2 May 2025,,,"It is a condition of registration that the mark shall be used only in relation to goods with both/all the applicants are connected in the course of trade Electronic cigarettes; atomizers for electronic cigarettes; carrying cases for electronic cigarettes; electronic cigarette mouthpieces; replacement coils for electronic cigarettes; replacement tanks for electronic cigarettes; smokers' articles for electronic cigarettes; electronic cigarette liquid [e-liquid]; vaping devices being electronic cigarettes; liquid solutions for use in electronic cigarettes; flavorings, other than essential oils, for use in electronic cigarettes; tobacco; tobacco jars; tobacco pipes; tobacco pouches; cigarettes; cigars; cigarette filters; cigarette holders; cigarette paper; cigarette cases; lighters for smokers. KON JIT HENG ; A6-2, Plaza Prima Setapak, Jalan Genting Klang, 53000 Kuala Lumpur, MALAYSIA SIMON TOH BOON WAN ; 8-1 Jalan 3/23F, Off Jalan Langkawi, Taman Teratai Mewah Setapak, 53300 Kuala Lumpur, MALAYSIA Taman Equine, Seri Kembangan 43300 Selangor",,"Yap Chun Sian, No.28, Jalan Putra Permai 9, Taman Equine, Seri Kembangan 43300 Selangor"
,TM2025014463,7 May 2025,,,"Cartomizers for electronic cigarettes; Carrying cases for electronic cigarettes; Cartridges sold filled with chemical flavourings in liquid form for electronic cigarettes; Chemical flavorings in liquid form used to refill electronic cigarette cartridges; Electronic cigarettes; Cigarette tubes; Cigarette filters; Pocket apparatus for rolling cigarettes. NX HOLDINGS BERHAD; 9-B3 City Garden Commercial Centre, Taman Nirwana Ampang, Ampang 68000 Selangor, MALAYSIA Damansara, Jalan Damansara, Taman Tun Dr Ismail, 60000 Kuala Lumpur",,"Chong Yu Bin, PRIMUS IP Sdn Bhd,  13A-01, Oval Damansara, Jalan Damansara, Taman Tun Dr Ismail, 60000"
,TM2025014467,7 May 2025,,,"Cartomizers for electronic cigarettes; Carrying cases for electronic cigarettes; Cartridges sold filled with chemical flavourings in liquid form for electronic cigarettes; Chemical flavorings in liquid form used to refill electronic cigarette cartridges; Electronic cigarettes; Cigarette tubes; Cigarette filters; Pocket apparatus for rolling cigarettes. NX HOLDINGS BERHAD; 9-B3 City Garden Commercial Centre, Taman Nirwana Ampang, 68000 Ampang, Selangor, MALAYSIA Damansara, Jalan Damansara, Taman Tun Dr Ismail, 60000 Kuala Lumpur",,"Chong Yu Bin, PRIMUS IP Sdn Bhd,  13A-01, Oval Damansara, Jalan Damansara, Taman Tun Dr Ismail, 60000"
,TM2025015064,9 May 2025,,,"Cigarettes; Tobacco, raw or manufactured; Tobacco products; Tobacco substitutes (not for medical purposes); Cigars; Cigarillos; Lighters for smokers; Matches; Smokers’ articles; Cigarette paper; Cigarette tubes; Cigarette filters; Pocket apparatus for rolling cigarettes; Hand held machines for injecting tobacco into paper tubes; Electronic cigarettes; Cartridges for electronic cigarettes; Liquids for electronic cigarettes; Tobacco products for the purpose of being heated; Devices and parts for devices for heating tobacco; Devices and parts for devices for heating tobacco substitutes; Tobacco substitutes for the purpose of inhalation; Cigarettes containing tobacco substitutes; Cigarette cases; Cigarette boxes; Tobacco free oral nicotine pouches (not for medical use). BRITISH AMERICAN TOBACCO (BRANDS) LIMITED ; Globe House, 4 Temple Place, London WC2R 2PG, UNITED KINGDOM Tower, Mid Valley City,Lingkaran Syed Putra, 59200 Kuala Lumpur",,"Wong & Partners, Level 21, The Gardens South Tower, Mid Valley City,Lingkaran Syed Putra, 59200 Kuala"
,TM2020014037,13 July 2020,,,"Online retail store services featuring foodstuffs. HGMC HOLDING SDN BHD ; HGMC Holding Sdn Bhd, Kompleks Pasar Borong Baru Kemunting, Jalan Kemunting 2, 25100 Kuantan, Pahang, MALAYSIA",,
,TM2020016454,4 August 2020,,,"Registration of this trade mark shall give no right to the exclusive use of the word ‘paris'. Retail or wholesale services for soaps; Retail services or wholesale services for cosmetics, toiletries, dentifrices, soaps and detergents; Retail or wholesale services for cosmetics; Retail services relating to toiletries; Retail services relating to jewellery; Retail services relating to horological instruments; Retail services relating to bags; Retail services relating to luggage; Retail services relating to sporting goods; Retail services relating to sporting equipment; Retail services relating to sporting articles; Retail services relating to umbrellas; Retail services relating to clothing; Retail services relating to footwear; Retail services relating to headgear; Retail services featuring a wide variety of consumer goods; Retail services relating to beauty implements for humans; Retail services relating to fragrancing preparations; Retail services relating to smartwatches; Retail services provided by apparel stores; Retail services provided by clothing stores; Retail services provided by department stores; Retail services provided by online department stores; Retail services provided by online gift shops; Retail services provided by sporting goods stores; Online retail services relating to clothing; Online retail services relating to cosmetics; Online retail services relating to handbags; Online retail services relating to jewellery; Online retail services relating to luggage; On-line retail services relating to gifts; On-line retail store services featuring bags; On-line retail store services featuring beauty implements for humans; On-line retail store services featuring cosmetic and beauty products, clothing and accessories; On-line retail store services featuring footwear; On-line retail store services featuring fragrancing preparations; On- line retail store services featuring headgear; On-line retail store services featuring horological instruments; On-line retail store services featuring smartwatches; On-line retail store services featuring",,
